,book_authors,book_desc,book_rating,book_title,genres,tag_1,tag_2,tag_3
16993,Walter de la Mare|Alison Lurie,"Miss M., the narrator of these fictional memoirs, is a diminutive young woman (though just how diminutive, the author never says) with a “passion for shells, fossils, flints, butterflies, and stuffed animals.” Miss M. tells of her early life as a dreamy orphan and, in particular, of her tempestuous twentieth year—in which she falls in love with a beautiful and ambitious full-sized woman and is courted by a male dwarf. Concluding that she must choose either to simply tolerate her difference or grow callous to it, Miss M. resolves to become independent by offering herself up as a spectacle in a circus.[Walter de la Mare (1873–1956) wrote numerous novels, short stories, essays, and poems. He was awarded the James Tait Black Memorial Prize for Memoirs of a Midget. Other major works include the children’s novel, The Three Royal Monkeys, Henry Brocken, The Return, and Desert Islands.][Alison Lurie is the author of many highly praised novels as well as two collections of essays on children’s literature, Don’t Tell the Grown-Ups and Boys and Girls Forever. She has taught children’s literature and folklore at Cornell University.]",3.64,Memoirs of a Midget,Classics,Fiction,Sequential Art,Mystery
17027,Nicolas Tredell,"More critical writing exists on The Great Gatsby than on any other work of American fiction. This Columbia Critical Guide introduces and contextualizes the key critical debates surrounding Fitzgerald's novel. The extracts and essays included here reflect The Great Gatsby's place as one of the first American novels to make significant use of modernist techniques and explore the influence of this ""Lost Generation"" work on later American writings. In considering secondary sources from the twenties to the present, this smart and sophisticated study guide offers readers an invaluable resource on this complex rendering of a moment in American history.",3.8,"F. Scott Fitzgerald: The Great Gatsby: Essays, Articles, Reviews",Classics,Fiction,Classics,Sequential Art
17059,Harriet E. Wilson|P. Gabrielle Foreman|Reginald Pitts,"Our Nig is the tale of a mixed-race girl, Frado, abandoned by her white mother after the death of the child's black father. Frado becomes the servant of the Bellmonts, a lower-middle-class white family in the free North, while slavery is still legal in the South, and suffers numerous abuses in their household. Frado's story is a tragic one; having left the Bellmonts, she eventually marries a black fugitive slave, who later abandons her.",3.68,Our Nig,Classics,Nonfiction,Historical,Fiction
17070,Stephen Vincent Benét|Henry Seidel Canby,"One of the most widely read poems of our time, John Brown s Body is Stephen Vincent Benet s masterful retelling of the Civil War. A book of great energy and sweep, it swings into view the entire course of that terrible and decisive war, lighting up the lives of soldiers, leaders, and civilians, North and South, amidst the conflict. Generations of readers have found the book a compelling and moving experience.",4.27,John Brown's Body,Classics,Historical,Sequential Art,Classics
17110,W. Somerset Maugham,"A young woman, carried away by passion, sees a chance to escape a dull life and to experience true love. But she discovers that little in her marriage to the dutiful and sensible Edward meets her expectations. And as passion dies, she finds herself trapped in a loveless, oppressive marriage.",3.77,Mrs Craddock,Classics,Young Adult,Romance,Mystery
17134,Matsuo Bashō|Hide Oshiro|Cid Corman,"Basho (1644–1694) is the most famous Haiku poet of Japan. He made his living as a teacher and writer of Haiku and is celebrated for his many travels around Japan, which he recorded in travel journals. This translation of his most mature journal, Oku-No-Hosomichi, details the most arduous part of a nine-month journey with his friend and disciple, Sora, through the backlands north of the capital, west to the Japan Sea and back toward Kyoto. More than a record of the journey, Basho’s journal is a poetic sequence that has become a center of the Japanese mind/heart. Ten illustrations by Hide Oshiro illuminate the text.Cid Corman was well-known as a poet, translator and editor of Origin, the ground-breaking poetry magazine.",4.13,Backroads to Far Towns: Basho's Travel Journal,Classics,Sequential Art,Historical,Mystery
17208,Hart Crane|Langdon Hammer,"No American poet has so swiftly and decisively transformed the course of poetry as Hart Crane. In his haunted, brief life, Crane fashioned a distinctively modern idiom that fused the ornate rhetoric of the Elizabethans, the ecstatic enigmas of Rimbaud, and the prophetic utterances and cosmic sympathy of Whitman, in a quest for wholeness and healing in what he called ""the broken world."" White Buildings, perhaps the greatest debut volume in American poetry since Leaves of Grass, is but an exquisite prelude to Crane's masterpiece The Bridge, his magnificent evocation of America from Columbus to the Jazz Age that countered the pessimism of Eliot's The Waste Land and became a crucial influence on poets whose impact continues to this day. This edition is the largest collection of Crane's writings ever published. Gathered here are the complete poems and published prose, along with a generous selection of Crane's letters, several of which have never before been published. In his letters Crane elucidates his aims as an artist and provides fascinating glosses on his poetry. His voluminous correspondence also offers an intriguing glimpse into his complicated personality, as well as his tempestuous relationships with family, lovers, and writers such as Allen Tate, Waldo Frank, Yvor Winters, Jean Toomer, Marianne Moore, E. E. Cummings, William Carlos Williams, and Katherine Anne Porter. Several letters included here are published for the first time. This landmark 850-page volume features a detailed and freshly-researched chronology of Crane's life by editor Langdon Hammer, chair of the English Department at Yale University and a biographer of Crane, as well as extensive explanatory notes, and over fifty biographical sketches of Crane's correspondents.",4.32,Complete Poems and Selected Letters,Classics,Historical,Classics,Sequential Art
17221,Romain Gary|John M. Beach,"'Promise at Dawn' begins as the story of a mother's sacrifice. Alone and poor, she fights fiercely to give her son the very best. Gary chronicles his childhood with her in Russia, Poland, and on the French Riviera. And he recounts his adventurous life as a young man fighting for France in the Second World War. But above all, he tells the story of the love for his mother that was his very life, their secret and private planet, their wonderland ""born out of a mother's murmur into a child's ear, a promise whispered at dawn of future triumphs and greatness, of justice and love."" A romantic, thrilling memoir that has become a French classic.",4.3,Promise at Dawn,Classics,Classics,Romance,Sequential Art
17307,Charles Bukowski,"Charles Bukowski examines cats and his childhood in You Get So Alone at Times, a book of poetry that reveals his tender side. He delves into his youth to analyze its repercussions.",4.25,You Get So Alone at Times That it Just Makes Sense,Classics,Mystery,Historical,Sequential Art
17357,R.M. Ballantyne,"Fifteen-year-old Ralph, mischievous young Peterkin and clever, brave Jack are shipwrecked on a coral reef with only a telescope and a broken pocketknife between them. At first the island seems a paradise, with its plentiful foods and wealth of natural wonders. But then a party of cannibals arrives, and after that a pirate ship...what is to become of them?",3.73,The Coral Island,Classics,Mystery,Young Adult,Fiction
